121, 20, 38, 21, 107, 21, 38, 121, 38, 99, 99, 121, 76, 121, 2, 76, 121, 41, 59, 38, 20, 38, 121, 38, 121, 99, 99, 38, 107, 76, 121, 2, 2, 41, 38, 38, 76, 59, 38, 38, 59, 59, 59, 99, 59, 41, 121, 99, 76, 121, 38, 38, 38, 2, 121, 99, 121, 76, 38, 38, 99, 121, 99, 121, 121, 107, 59, 59, 2, 99, 76, 121, 121, 121, 38, 76, 121, 76, 38, 121, 99, 38, 76, 38, 99, 76, 38, 21, 38, 121, 121, 107, 121, 38, 99, 38, 38, 38, 20, 99, 76, 59, 59, 121, 38, 121, 99, 99, 2, 2, 38, 121, 59, 38, 107, 38, 2, 21, 121, 20
80, 39, 39, 80, 29, 80, 39, 39, 39, 29, 29, 39, 29, 39, 80, 29, 80, 39, 39, 39, 39, 39, 39, 39, 39, 29, 29, 39, 48, 29, 39, 80, 80, 39, 39, 39, 29, 39, 39, 39, 39, 29, 39, 29, 29, 39, 39, 29, 29, 39, 39, 39, 39, 80, 39, 29, 80, 29, 39, 39, 29, 39, 29, 80, 80, 48, 39, 39, 80, 29, 29, 80, 39, 39, 39, 29, 39, 29, 39, 39, 29, 39, 29, 39, 29, 29, 39, 80, 39, 39, 39, 29, 80, 39, 29, 39, 39, 39, 39, 29, 29, 39, 39, 80, 39, 80, 29, 29, 80, 80, 39, 39, 39, 39, 29, 39, 80, 80, 39, 39
40, 40, 40, 10, 63, 10, 40, 40, 40, 40, 40, 40, 63, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 63, 63, 40, 40, 40, 40, 40, 40, 63, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 63, 40, 40, 40, 40, 40, 40, 40, 40, 63, 40, 40, 40, 40, 40, 40, 40, 63, 40, 40, 40, 40, 40, 40, 40, 40, 40, 63, 40, 40, 40, 40, 40, 40, 63, 40, 40, 63, 40, 10, 40, 40, 40, 63, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 63, 40, 10, 10, 40, 40
121, 59, 20, 2, 107, 2, 41, 38, 41, 76, 76, 38, 107, 20, 2, 76, 38, 99, 99, 41, 59, 20, 38, 41, 38, 76, 76, 41, 32, 76, 38, 2, 121, 99, 41, 41, 107, 99, 20, 41, 99, 99, 99, 76, 76, 99, 38, 76, 107, 38, 59, 41, 41, 121, 38, 76, 121, 76, 41, 41, 76, 20, 76, 121, 121, 32, 99, 99, 121, 76, 76, 121, 20, 38, 41, 107, 38, 76, 41, 38, 76, 41, 76, 41, 76, 107, 41, 2, 41, 38, 38, 107, 38, 41, 76, 41, 41, 41, 59, 76, 76, 99, 99, 121, 41, 121, 76, 76, 121, 2, 41, 38, 99, 41, 107, 41, 2, 2, 38, 99
42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42
35, 43, 43, 9, 78, 9, 43, 35, 43, 74, 74, 43, 74, 43, 9, 74, 35, 74, 74, 43, 43, 43, 43, 43, 35, 74, 74, 43, 78, 74, 35, 9, 35, 43, 43, 43, 78, 74, 43, 43, 74, 74, 74, 74, 74, 43, 35, 74, 78, 43, 43, 43, 43, 35, 35, 74, 35, 74, 43, 43, 74, 43, 74, 35, 35, 78, 74, 74, 35, 74, 74, 35, 43, 43, 43, 78, 35, 74, 43, 35, 74, 43, 74, 43, 74, 78, 43, 9, 43, 35, 35, 78, 35, 43, 74, 43, 43, 43, 43, 74, 74, 74, 74, 35, 43, 35, 74, 74, 35, 9, 43, 35, 74, 43, 78, 43, 9, 9, 35, 43
44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44
45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45, 45
46, 46, 46, 55, 88, 55, 46, 46, 46, 46, 88, 46, 88, 46, 55, 88, 46, 46, 46, 46, 46, 46, 46, 46, 46, 88, 88, 46, 88, 88, 46, 55, 46, 46, 46, 46, 88, 46, 46, 46, 46, 46, 46, 46, 46, 46, 46, 88, 88, 46, 46, 46, 46, 46, 46, 88, 46, 88, 46, 46, 46, 46, 46, 46, 46, 88, 46, 46, 55, 46, 88, 46, 46, 46, 46, 88, 46, 88, 46, 46, 88, 46, 88, 46, 46, 88, 46, 55, 46, 46, 46, 88, 46, 46, 46, 46, 46, 46, 46, 46, 88, 46, 46, 46, 46, 46, 88, 88, 46, 55, 46, 46, 46, 46, 88, 46, 55, 55, 46, 46
25, 47, 47, 25, 1, 25, 47, 47, 47, 1, 1, 47, 1, 47, 25, 1, 47, 47, 47, 47, 47, 47, 47, 47, 47, 1, 1, 47, 84, 1, 47, 25, 25, 47, 47, 47, 1, 47, 47, 47, 47, 1, 47, 1, 1, 47, 47, 1, 1, 47, 47, 47, 47, 25, 47, 1, 47, 1, 47, 47, 1, 47, 1, 47, 25, 84, 47, 47, 25, 1, 1, 25, 47, 47, 47, 1, 47, 1, 47, 47, 1, 47, 1, 47, 1, 1, 47, 25, 47, 47, 47, 1, 47, 47, 1, 47, 47, 47, 47, 1, 1, 1, 47, 25, 47, 47, 1, 1, 25, 25, 47, 47, 47, 47, 1, 47, 25, 25, 47, 47
29, 48, 48, 29, 98, 29, 48, 48, 48, 98, 98, 48, 98, 48, 29, 98, 48, 48, 48, 48, 48, 48, 48, 48, 48, 98, 98, 48, 53, 98, 48, 29, 29, 48, 48, 48, 98, 48, 48, 48, 48, 48, 48, 98, 48, 48, 48, 98, 98, 48, 48, 48, 48, 29, 48, 98, 29, 98, 48, 48, 98, 48, 98, 29, 29, 98, 48, 48, 29, 98, 98, 29, 48, 48, 48, 98, 48, 98, 48, 48, 98, 48, 98, 48, 98, 98, 48, 29, 48, 48, 48, 98, 48, 48, 98, 48, 48, 48, 48, 98, 98, 48, 48, 29, 48, 29, 98, 98, 29, 29, 48, 48, 48, 48, 98, 48, 29, 29, 48, 48
49, 49, 49, 88, 103, 88, 49, 49, 49, 103, 103, 49, 103, 49, 88, 103, 49, 49, 49, 49, 49, 49, 49, 49, 49, 103, 103, 49, 122, 103, 49, 88, 88, 49, 49, 49, 103, 49, 49, 49, 49, 49, 49, 103, 49, 49, 49, 103, 103, 49, 49, 49, 49, 88, 49, 103, 49, 103, 49, 49, 103, 49, 103, 49, 49, 103, 49, 49, 88, 103, 103, 49, 49, 49, 49, 103, 49, 103, 49, 49, 103, 49, 103, 49, 49, 103, 49, 88, 49, 49, 49, 103, 49, 49, 49, 49, 49, 49, 49, 49, 103, 49, 49, 49, 49, 49, 103, 103, 88, 88, 49, 49, 49, 49, 103, 49, 88, 88, 49, 49
53, 50, 50, 53, 25, 53, 50, 50, 50, 25, 25, 50, 25, 50, 53, 25, 50, 50, 50, 50, 50, 50, 50, 50, 50, 25, 25, 50, 47, 25, 50, 53, 53, 50, 50, 50, 25, 50, 50, 50, 50, 50, 50, 25, 25, 50, 50, 25, 25, 50, 50, 50, 50, 53, 50, 25, 53, 25, 50, 50, 25, 50, 25, 53, 53, 25, 50, 50, 53, 25, 25, 53, 50, 50, 50, 25, 50, 25, 50, 50, 25, 50, 25, 50, 25, 25, 50, 53, 50, 50, 50, 25, 50, 50, 25, 50, 50, 50, 50, 25, 25, 50, 50, 53, 50, 53, 25, 25, 53, 53, 50, 50, 50, 50, 25, 50, 53, 53, 50, 50
51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51
52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52, 52
98, 53, 53, 98, 50, 98, 53, 53, 53, 50, 50, 53, 50, 53, 98, 50, 53, 53, 53, 53, 53, 53, 53, 53, 53, 50, 50, 53, 25, 50, 53, 98, 98, 53, 53, 53, 50, 53, 53, 53, 53, 50, 53, 50, 50, 53, 53, 50, 50, 53, 53, 53, 53, 98, 53, 50, 98, 50, 53, 53, 50, 53, 50, 53, 98, 25, 53, 53, 98, 50, 50, 98, 53, 53, 53, 50, 53, 50, 53, 53, 50, 53, 50, 53, 50, 50, 53, 98, 53, 53, 53, 50, 53, 53, 50, 53, 53, 53, 53, 50, 50, 53, 53, 98, 53, 98, 50, 50, 98, 98, 53, 53, 53, 53, 50, 53, 98, 98, 53, 53
54, 54, 54, 110, 23, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 23, 54, 54, 54, 54, 54, 54, 54, 23, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 23, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 23, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 23, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 54, 23, 54, 54, 54, 54, 54
55, 55, 55, 113, 46, 113, 55, 55, 55, 55, 55, 55, 46, 55, 113, 46, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 46, 55, 46, 46, 55, 113, 55, 55, 55, 55, 46, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 55, 46, 55, 55, 55, 55, 55, 55, 55, 55, 46, 55, 55, 55, 55, 55, 55, 55, 46, 55, 55, 55, 55, 46, 55, 55, 55, 55, 46, 55, 46, 55, 55, 55, 55, 46, 55, 55, 46, 55, 113, 55, 55, 55, 46, 55, 55, 55, 55, 55, 55, 55, 55, 46, 55, 55, 55, 55, 55, 55, 55, 55, 113, 55, 55, 55, 55, 46, 55, 113, 113, 55, 55
56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56, 56
28, 57, 57, 124, 121, 124, 57, 28, 57, 21, 2, 57, 2, 57, 124, 2, 28, 21, 21, 57, 57, 57, 57, 57, 28, 2, 2, 57, 38, 2, 28, 124, 28, 21, 57, 57, 2, 21, 57, 57, 21, 21, 21, 21, 21, 21, 28, 2, 2, 57, 57, 57, 57, 28, 28, 2, 28, 2, 57, 57, 21, 57, 21, 28, 28, 121, 21, 21, 28, 21, 2, 28, 57, 57, 57, 2, 28, 2, 57, 28, 2, 57, 2, 57, 21, 2, 57, 124, 57, 28, 57, 121, 28, 57, 21, 57, 57, 57, 57, 21, 2, 21, 21, 28, 57, 28, 2, 2, 28, 124, 57, 28, 21, 57, 121, 57, 124, 124, 57, 21
58, 58, 58, 12, 114, 12, 58, 58, 58, 58, 114, 58, 114, 58, 12, 114, 58, 58, 58, 58, 58, 58, 58, 58, 58, 114, 114, 58, 114, 114, 58, 12, 58, 58, 58, 58, 114, 58, 58, 58, 58, 58, 58, 58, 58, 58, 58, 114, 114, 58, 58, 58, 58, 58, 58, 114, 58, 114, 58, 58, 114, 58, 114, 58, 58, 114, 58, 58, 58, 114, 114, 58, 58, 58, 58, 114, 58, 114, 58, 58, 114, 58, 114, 58, 58, 114, 58, 12, 58, 58, 58, 114, 58, 58, 58, 58, 58, 58, 58, 58, 114, 58, 58, 58, 58, 58, 114, 114, 58, 12, 58, 58, 58, 58, 114, 58, 12, 12, 58, 58
38, 99, 41, 2, 32, 2, 59, 38, 59, 76, 76, 20, 107, 20, 121, 107, 38, 99, 76, 59, 99, 41, 20, 59, 38, 76, 76, 59, 32, 107, 38, 121, 121, 99, 59, 59, 107, 76, 41, 59, 76, 76, 76, 76, 76, 99, 38, 76, 107, 20, 59, 59, 59, 121, 38, 76, 38, 107, 59, 59, 76, 20, 76, 38, 38, 32, 99, 76, 121, 76, 107, 38, 20, 20, 59, 107, 20, 107, 59, 38, 76, 59, 107, 59, 76, 107, 59, 2, 59, 38, 20, 32, 38, 59, 76, 59, 59, 59, 99, 76, 107, 76, 99, 38, 59, 38, 76, 76, 121, 121, 59, 38, 76, 59, 32, 59, 121, 2, 20, 99
60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60, 60
30, 61, 61, 30, 119, 30, 61, 61, 61, 119, 119, 61, 119, 61, 30, 119, 61, 61, 61, 61, 61, 61, 61, 61, 61, 119, 119, 61, 8, 119, 61, 30, 30, 61, 61, 61, 119, 61, 61, 61, 61, 61, 61, 119, 119, 61, 61, 119, 119, 61, 61, 61, 61, 30, 61, 119, 30, 119, 61, 61, 119, 61, 119, 30, 30, 119, 61, 61, 30, 119, 119, 30, 61, 61, 61, 119, 61, 119, 61, 61, 119, 61, 119, 61, 119, 119, 61, 30, 61, 61, 61, 119, 61, 61, 119, 61, 61, 61, 61, 119, 119, 61, 61, 30, 61, 30, 119, 119, 30, 30, 61, 61, 61, 61, 119, 61, 30, 30, 61, 61
62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62, 62
63, 63, 63, 40, 63, 40, 63, 63, 63, 63, 63, 63, 63, 63, 40, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 40, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 63, 40, 40, 63, 63
64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64
65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65, 65
66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66, 66
67, 67, 67, 75, 118, 75, 67, 67, 67, 67, 67, 67, 118, 67, 75, 118, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 118, 118, 67, 67, 67, 67, 67, 67, 118, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 118, 67, 67, 67, 67, 67, 67, 67, 67, 118, 67, 67, 67, 67, 67, 67, 67, 118, 67, 67, 67, 67, 118, 67, 67, 67, 67, 118, 67, 118, 67, 67, 67, 67, 118, 67, 67, 118, 67, 75, 67, 67, 67, 118, 67, 67, 67, 67, 67, 67, 67, 67, 118, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 118, 67, 75, 75, 67, 67
68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68, 68
69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69, 69
3, 18, 70, 84, 57, 3, 70, 3, 70, 124, 124, 70, 28, 70, 3, 28, 3, 18, 18, 70, 70, 70, 70, 70, 3, 124, 124, 70, 57, 28, 3, 3, 3, 18, 70, 70, 28, 124, 70, 70, 18, 124, 124, 124, 124, 18, 70, 124, 28, 70, 70, 70, 70, 3, 70, 124, 3, 28, 70, 70, 124, 70, 124, 3, 3, 57, 18, 124, 3, 124, 28, 3, 70, 70, 70, 28, 70, 28, 70, 70, 124, 70, 28, 70, 124, 28, 70, 84, 70, 3, 70, 28, 3, 70, 124, 70, 70, 70, 70, 124, 28, 124, 18, 3, 70, 3, 124, 124, 3, 3, 70, 3, 124, 70, 28, 70, 3, 84, 70, 18
82, 71, 71, 94, 109, 94, 71, 82, 71, 101, 101, 71, 77, 71, 94, 77, 82, 101, 101, 71, 71, 71, 71, 71, 82, 101, 77, 71, 109, 77, 82, 94, 82, 71, 71, 71, 77, 101, 71, 71, 101, 101, 101, 101, 101, 71, 82, 101, 77, 71, 71, 71, 71, 82, 82, 101, 82, 77, 71, 71, 101, 71, 101, 82, 82, 109, 101, 101, 82, 101, 77, 82, 71, 71, 71, 77, 82, 77, 71, 82, 101, 71, 77, 71, 101, 77, 71, 94, 71, 82, 82, 109, 82, 71, 101, 71, 71, 71, 71, 101, 77, 101, 101, 82, 71, 82, 101, 101, 82, 94, 71, 82, 101, 71, 109, 71, 94, 94, 82, 71
72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72
73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73, 73
43, 74, 74, 35, 85, 35, 74, 43, 74, 78, 78, 74, 78, 74, 35, 78, 43, 74, 74, 74, 74, 74, 74, 74, 43, 78, 78, 74, 85, 78, 43, 35, 43, 74, 74, 74, 78, 78, 74, 74, 74, 78, 78, 78, 78, 74, 43, 78, 78, 74, 74, 74, 74, 43, 43, 78, 43, 78, 74, 74, 78, 74, 78, 43, 43, 85, 74, 78, 43, 78, 78, 43, 74, 74, 74, 78, 43, 78, 74, 43, 78, 74, 78, 74, 78, 78, 74, 35, 74, 43, 74, 85, 43, 74, 78, 74, 74, 74, 74, 78, 78, 78, 74, 43, 74, 43, 78, 78, 43, 43, 74, 43, 78, 74, 85, 74, 35, 35, 74, 74
75, 75, 75, 23, 67, 23, 75, 75, 75, 75, 75, 75, 67, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 67, 67, 75, 75, 75, 75, 75, 75, 67, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 67, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 67, 75, 75, 75, 75, 75, 75, 75, 75, 75, 67, 75, 75, 75, 75, 75, 75, 67, 75, 75, 67, 75, 23, 75, 75, 75, 67, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 75, 67, 75, 75, 23, 75, 75
